danceability,energy,tempo,loudness,valence,cluster
0.233,0.106,156.181,-18.142,0.0398,0
0.143,0.0054,66.781,-33.382,0.0386,0
0.19,0.0701,65.929,-22.404,0.0333,0
0.0718,0.239,69.041,-16.381,0.0797,0
0.159,0.0437,73.125,-19.274,0.0348,0
0.0797,0.196,173.962,-19.551,0.0353,0
0.126,0.0123,63.973,-26.539,0.0359,0
0.252,0.262,76.886,-17.814,0.18,0
0.158,0.131,80.035,-20.967,0.0371,0
0.26,0.089,79.109,-20.408,0.0788,0
0.423,0.961,94.992,-4.312,0.419,3
0.0936,0.197,79.593,-20.906,0.0314,0
0.148,0.0756,73.128,-28.565,0.0341,0
0.388,0.0929,138.707,-24.138,0.0629,0
0.476,0.143,104.031,-12.049,0.155,1
0.251,0.578,125.965,-8.461,0.08,1
0.506,0.156,99.934,-24.91,0.168,0
0.646,0.639,170.075,-7.938,0.862,4
0.414,0.139,139.888,-16.356,0.0602,0
0.514,0.343,119.788,-16.423,0.0793,1
0.487,0.0552,119.9,-19.934,0.268,0
0.183,0.23,81.451,-16.925,0.0315,0
0.227,0.235,92.346,-13.788,0.174,0
0.147,0.361,144.447,-11.086,0.0785,0
0.504,0.451,104.471,-16.049,0.304,1
0.223,0.345,77.248,-9.385,0.0935,0
0.182,0.346,126.315,-11.76,0.0538,0
0.365,0.23,119.688,-21.55,0.0522,0
0.646,0.158,122.856,-19.137,0.561,1
0.209,0.642,122.502,-6.626,0.235,3
0.154,0.25,141.673,-13.011,0.111,0
0.607,0.431,96.334,-12.664,0.358,1
0.134,0.0883,79.001,-12.143,0.0338,0
0.52,0.112,151.327,-20.463,0.558,1
0.155,0.0615,70.833,-27.038,0.0274,0
0.144,0.28,103.198,-12.752,0.0377,0
0.184,0.12,120.617,-20.99,0.0379,0
0.208,0.467,85.991,-7.193,0.109,1
0.447,0.321,107.036,-20.336,0.265,0
0.471,0.268,144.156,-15.796,0.217,1
0.583,0.0913,119.986,-20.068,0.237,1
0.388,0.289,93.894,-22.292,0.0867,0
0.526,0.193,140.066,-19.708,0.0391,0
0.0804,0.419,80.911,-13.213,0.0363,0
0.0972,0.164,89.199,-19.23,0.0357,0
0.134,0.0342,94.063,-21.118,0.0342,0
0.155,0.0623,80.576,-29.733,0.0333,0
0.17,0.143,133.732,-16.481,0.0604,0
0.263,0.0732,126.121,-22.334,0.0382,0
0.364,0.0867,120.022,-22.982,0.0385,0
0.347,0.219,108.928,-22.709,0.142,0
0.395,0.24,119.95,-23.613,0.069,0
0.1,0.033,74.718,-24.341,0.0355,0
0.0666,0.00549,31.033,-41.624,0.0605,0
0.0942,0.122,174.203,-16.568,0.0378,0
0.236,0.241,140.938,-22.081,0.0399,0
0.444,0.127,117.804,-26.441,0.11,0
0.196,0.135,126.244,-20.316,0.0446,0
0.483,0.419,93.045,-17.864,0.0982,1
0.189,0.267,89.28,-15.134,0.0306,0
0.11,0.0707,83.843,-25.55,0.0399,0
0.191,0.0927,109.965,-20.774,0.0371,0
0.168,0.247,86.637,-12.39,0.0381,0
0.227,0.0296,48.054,-25.684,0.0292,0
0.146,0.0263,138.443,-28.35,0.0367,0
0.316,0.0665,170.474,-23.291,0.226,0
0.0754,0.128,176.27,-20.626,0.0635,0
0.171,0.162,126.282,-18.21,0.038,0
0.154,0.211,160.018,-23.936,0.0342,0
0.146,0.108,75.654,-15.787,0.0371,0
0.413,0.0866,123.015,-20.93,0.0392,0
0.587,0.258,119.949,-13.693,0.379,1
0.151,0.502,105.118,-12.73,0.123,0
0.164,0.223,73.251,-14.89,0.0762,0
0.131,0.0326,86.218,-30.877,0.0315,0
0.154,0.0817,99.7,-23.321,0.0711,0
0.086,0.341,84.977,-13.449,0.0348,0
0.148,0.0832,138.352,-24.009,0.038,0
0.556,0.269,118.514,-13.624,0.241,1
0.0753,0.125,68.673,-18.68,0.0375,0
0.238,0.329,92.181,-10.089,0.543,1
0.312,0.639,163.837,-12.587,0.307,4
0.342,0.0952,127.794,-16.794,0.126,0
0.188,0.486,180.546,-12.449,0.216,4
0.161,0.138,66.533,-16.661,0.0398,0
0.209,0.0425,56.441,-13.534,0.0369,0
0.157,0.0966,107.793,-21.442,0.0375,0
0.0909,0.31,175.004,-12.189,0.034,0
0.36,0.175,88.131,-23.674,0.0396,0
0.137,0.026,63.37,-28.243,0.0374,0
0.3,0.0622,66.283,-19.833,0.364,0
0.646,0.114,91.97,-14.351,0.287,1
0.287,0.149,120.182,-13.902,0.136,0
0.251,0.0973,86.287,-23.039,0.0782,0
0.449,0.00565,75.231,-28.622,0.181,0
0.312,0.221,74.009,-14.549,0.06,0
0.193,0.154,97.946,-21.148,0.0351,0
0.331,0.0137,77.631,-29.102,0.417,0
0.0809,0.0915,172.004,-17.662,0.128,0
0.319,0.422,186.119,-10.216,0.838,4
0.278,0.374,113.924,-18.114,0.0353,0
0.235,0.389,61.154,-12.607,0.0903,0
0.381,0.412,135.024,-11.699,0.0587,1
0.193,0.156,183.746,-19.295,0.0376,0
0.246,0.0663,157.891,-28.71,0.0342,0
0.188,0.419,85.06,-12.923,0.0644,0
0.212,0.122,68.118,-15.741,0.0333,0
0.206,0.3,83.635,-15.775,0.0448,0
0.354,0.232,77.392,-19.061,0.168,0
0.211,0.352,107.792,-9.936,0.0373,0
0.402,0.022,136.674,-23.806,0.0533,0
0.219,0.0577,72.302,-25.147,0.0371,0
0.261,0.113,90.038,-22.694,0.0378,0
0.121,0.35,86.446,-17.099,0.0315,0
0.286,0.11,137.787,-20.013,0.0683,0
0.181,0.259,125.315,-13.799,0.0409,0
0.451,0.955,95.056,-6.192,0.31,3
0.144,0.0361,80.948,-30.275,0.0359,0
0.247,0.198,81.967,-18.409,0.184,0
0.103,0.214,90.733,-19.987,0.0372,0
0.532,0.401,69.878,-9.066,0.706,2
0.0899,0.182,86.093,-19.038,0.0508,0
0.0805,0.166,76.686,-21.921,0.0376,0
0.248,0.146,111.75,-15.146,0.225,0
0.254,0.426,87.763,-12.278,0.0379,0
0.561,0.737,111.973,-12.377,0.115,3
0.161,0.146,131.934,-15.924,0.0375,0
0.248,0.106,124.578,-20.019,0.0387,0
0.149,0.00652,83.694,-26.678,0.0615,0
0.322,0.653,155.847,-11.734,0.356,4
0.493,0.306,136.027,-16.701,0.119,1
0.208,0.0829,76.54,-18.59,0.0525,0
0.157,0.0153,60.445,-27.251,0.0968,0
0.275,0.462,128.709,-17.725,0.0452,0
0.272,0.223,137.545,-22.867,0.036,0
0.138,0.183,101.032,-15.074,0.0331,0
0.141,0.0489,90.613,-27.622,0.0398,0
0.27,0.339,169.867,-12.825,0.0598,1
0.138,0.18,100.855,-21.1,0.241,0
0.373,0.509,108.179,-9.997,0.399,1
0.733,0.203,153.892,-17.859,0.741,1
0.243,0.326,153.354,-14.064,0.118,0
0.384,0.211,120.777,-17.992,0.0383,0
0.177,0.0699,85.188,-25.262,0.0353,0
0.336,0.304,66.797,-31.651,0.0929,0
0.508,0.202,143.076,-17.699,0.184,1
0.0667,0.00277,65.747,-35.226,0.0372,0
0.162,0.00615,69.266,-34.268,0.081,0
0.407,0.536,78.02,-10.439,0.709,3
0.171,0.0255,111.798,-29.634,0.0376,0
0.166,0.119,128.953,-21.559,0.0399,0
0.191,0.0017,115.699,-40.704,0.0508,0
0.139,0.167,70.782,-20.122,0.0349,0
0.0783,0.262,179.763,-14.469,0.0345,0
0.201,0.203,56.612,-18.164,0.038,0
0.355,0.517,91.024,-6.119,0.127,3
0.392,0.275,96.053,-13.887,0.0395,0
0.138,0.133,71.598,-22.428,0.0382,0
0.709,0.386,134.021,-17.082,0.176,1
0.264,0.504,113.894,-4.696,0.297,3
0.607,0.259,110.986,-22.747,0.0746,0
0.293,0.33,69.783,-15.356,0.0393,0
0.466,0.158,82.529,-17.51,0.293,0
0.418,0.148,139.085,-12.93,0.375,1
0.62,0.192,153.957,-20.171,0.961,1
0.165,0.0596,83.298,-25.591,0.0406,0
0.143,0.197,34.883,-13.426,0.0394,0
0.591,0.458,94.944,-10.613,0.0451,1
0.191,0.0416,128.649,-28.84,0.0282,0
0.25,0.431,80.852,-17.263,0.213,0
0.223,0.172,72.319,-17.85,0.128,0
0.256,0.581,173.643,-10.565,0.0765,4
0.401,0.562,116.993,-8.309,0.148,1
0.452,0.143,79.046,-18.358,0.226,0
0.375,0.308,120.043,-16.531,0.0651,0
0.274,0.182,103.718,-16.43,0.0397,0
0.45,0.0773,174.1,-19.621,0.426,1
0.192,0.0542,67.712,-32.383,0.0392,0
0.126,0.196,83.17,-13.809,0.0386,0
0.163,0.102,79.584,-19.329,0.0318,0
0.281,0.446,72.015,-8.308,0.129,1
0.261,0.242,145.425,-13.917,0.177,0
0.223,0.14,164.318,-21.978,0.0641,0
0.101,0.128,174.65,-20.078,0.154,0
0.114,0.18,83.3,-14.153,0.0376,0
0.5,0.444,97.945,-14.689,0.0231,1
0.0668,0.209,53.933,-19.787,0.0564,0
0.181,0.00868,117.579,-25.644,0.0347,0
0.089,0.065,166.554,-20.178,0.0326,0
0.237,0.0387,77.492,-19.781,0.0322,0
0.185,0.157,66.33,-23.537,0.0348,0
0.0752,0.112,64.626,-23.298,0.0385,0
0.413,0.603,138.017,-11.955,0.0931,1
0.154,0.0326,83.314,-28.761,0.0394,0
0.127,0.125,89.149,-19.284,0.035,0
0.443,0.467,100.033,-17.234,0.0366,1
0.288,0.0486,64.086,-28.635,0.0341,0
0.166,0.125,92.126,-18.745,0.116,0
0.269,0.0692,66.499,-26.088,0.0298,0
0.111,0.0503,92.833,-26.634,0.159,0
0.181,0.251,79.275,-17.745,0.0731,0
0.117,0.426,63.041,-12.753,0.105,0
0.316,0.173,101.955,-15.068,0.0585,0
0.571,0.481,151.417,-9.679,0.762,4
0.131,0.128,62.875,-21.253,0.0501,0
0.548,0.311,114.614,-11.385,0.519,1
0.524,0.454,93.528,-10.988,0.341,1
0.348,0.41,123.555,-19.344,0.211,0
0.0717,0.0618,77.802,-26.592,0.0336,0
0.334,0.29,130.478,-14.089,0.0383,0
0.375,0.00826,143.34,-32.828,0.0445,0
0.415,0.155,120.098,-16.983,0.17,0
0.333,0.136,100.916,-21.483,0.334,0
0.18,0.212,104.921,-19.002,0.0584,0
0.671,0.337,133.226,-14.648,0.66,1
0.0656,0.391,68.596,-15.884,0.0767,0
0.201,0.152,139.077,-16.474,0.136,0
0.386,0.238,89.984,-16.462,0.168,0
0.0749,0.13,78.991,-18.63,0.0323,0
0.468,0.532,146.002,-10.81,0.193,1
0.29,0.131,158.123,-22.264,0.0787,0
0.0623,0.021,58.082,-29.708,0.0339,0
0.123,0.191,75.555,-14.099,0.0699,0
0.278,0.116,118.94,-21.897,0.0343,0
0.154,0.438,136.059,-10.801,0.145,1
0.294,0.101,119.996,-18.633,0.0346,0
0.222,0.117,182.792,-17.759,0.489,0
0.22,0.19,127.547,-14.438,0.0325,0
0.18,0.278,168.256,-14.215,0.0407,0
0.179,0.185,58.974,-19.464,0.0309,0
0.424,0.213,79.1,-16.443,0.0338,0
0.0727,0.069,78.896,-21.841,0.0325,0
0.0684,0.0955,39.575,-22.589,0.0368,0
0.582,0.919,146.126,-7.885,0.615,4
0.148,0.00545,172.236,-32.909,0.106,0
0.255,0.176,119.763,-20.387,0.0422,0
0.221,0.669,82.334,-12.67,0.038,3
0.11,0.0556,80.922,-28.024,0.147,0
0.237,0.152,91.896,-17.99,0.0637,0
0.242,0.281,120.523,-15.17,0.117,0
0.392,0.207,60.129,-13.449,0.281,0
0.441,0.325,165.786,-16.079,0.333,1
0.192,0.377,120.272,-12.563,0.0399,0
0.414,0.0736,123.072,-22.093,0.0371,0
0.252,0.125,118.174,-18.165,0.0328,0
0.215,0.395,61.659,-14.786,0.181,0
0.206,0.0851,129.24,-20.702,0.0349,0
0.304,0.383,119.812,-17.346,0.124,0
0.221,0.121,62.082,-18.403,0.0241,0
0.105,0.123,79.568,-21.862,0.0787,0
0.198,0.195,94.157,-17.81,0.0513,0
0.149,0.0675,136.276,-16.416,0.0325,0
0.212,0.108,89.655,-16.272,0.0333,0
0.361,0.442,64.773,-12.934,0.043,0
0.184,0.327,68.78,-11.913,0.0319,0
0.278,0.0297,76.249,-28.649,0.106,0
0.107,0.0837,91.951,-23.658,0.0355,0
0.225,0.202,65.241,-25.077,0.149,0
0.521,0.174,135.965,-21.305,0.0383,0
0.177,0.11,88.938,-12.024,0.0389,0
0.0637,0.105,67.48,-13.476,0.0307,0
0.663,0.239,140.013,-21.851,0.33,1
0.0667,0.141,74.397,-19.321,0.0378,0
0.159,0.354,86.364,-19.743,0.0542,0
0.451,0.325,80.034,-15.433,0.127,1
0.81,0.432,120.003,-9.971,0.623,2
0.454,0.774,109.99,-10.159,0.0352,3
0.482,0.435,94.979,-13.45,0.046,1
0.453,0.324,112.446,-12.349,0.0774,1
0.201,0.0594,127.75,-27.454,0.0439,0
0.513,0.189,79.949,-24.161,0.286,0
0.455,0.492,138.991,-11.349,0.0379,1
0.231,0.568,117.966,-11.643,0.0755,1
0.123,0.262,79.502,-17.753,0.141,0
0.123,0.248,149.181,-13.121,0.0453,0
0.203,0.22,96.217,-18.93,0.0882,0
0.152,0.101,71.049,-25.083,0.033,0
0.447,0.218,110.046,-15.278,0.0352,1
0.461,0.249,86.607,-16.512,0.189,0
0.0972,0.104,80.873,-21.149,0.0365,0
0.256,0.152,66.579,-19.224,0.0725,0
0.158,0.0324,80.859,-28.514,0.0681,0
0.15,0.297,85.446,-15.738,0.0365,0
0.509,0.333,140.019,-16.696,0.038,1
0.111,0.00296,93.713,-37.816,0.037,0
0.484,0.256,140.072,-19.454,0.0645,0
0.79,0.038,122.055,-30.276,0.58,1
0.599,0.542,122.032,-8.545,0.52,1
0.0652,0.138,70.062,-23.048,0.0342,0
0.0634,0.225,66.647,-17.784,0.0387,0
0.467,0.561,82.987,-16.163,0.266,1
0.183,0.0232,72.41,-28.545,0.0372,0
0.354,0.106,139.863,-22.19,0.0322,0
0.487,0.308,136.172,-17.971,0.0343,1
0.109,0.402,82.885,-15.605,0.0361,0
0.318,0.129,170.189,-23.19,0.0573,0
0.218,0.0297,67.821,-26.559,0.0316,0
0.169,0.213,75.461,-21.524,0.0383,0
0.373,0.243,89.994,-14.08,0.0778,0
0.243,0.129,141.314,-24.677,0.0316,0
0.18,0.0781,134.495,-17.815,0.0355,0
0.337,0.34,151.895,-11.801,0.128,1
0.14,0.139,67.087,-30.73,0.0329,0
0.246,0.0251,50.498,-29.797,0.0317,0
0.215,0.189,62.622,-16.776,0.034,0
0.648,0.647,149.968,-12.634,0.49,4
0.178,0.0243,74.52,-27.953,0.0916,0
0.289,0.00503,129.41,-36.494,0.0665,0
0.492,0.514,118.743,-11.285,0.451,1
0.416,0.472,126.268,-8.008,0.36,1
0.233,0.506,137.852,-10.358,0.0471,1
0.476,0.138,156.412,-29.153,0.0409,0
0.389,0.248,84.957,-14.025,0.125,0
0.453,0.579,119.969,-8.819,0.287,1
0.16,0.0566,87.756,-27.263,0.325,0
0.447,0.0817,80.759,-23.608,0.0443,0
0.159,0.268,141.111,-18.325,0.0697,0
0.15,0.151,142.777,-20.125,0.04,0
0.31,0.311,139.885,-12.953,0.0778,1
0.121,0.146,96.718,-16.332,0.0328,0
0.196,0.215,73.612,-20.751,0.0672,0
0.252,0.325,95.954,-15.306,0.0378,0
0.154,0.282,64.994,-12.563,0.0303,0
0.321,0.00659,102.409,-29.512,0.0586,0
0.279,0.0613,129.509,-34.122,0.197,0
0.705,0.627,129.978,-7.891,0.574,2
0.0773,0.025,80.83,-28.544,0.0324,0
0.0954,0.146,161.235,-19.459,0.0358,0
0.243,0.159,92.281,-18.93,0.0395,0
0.458,0.53,89.96,-9.171,0.55,3
0.238,0.0917,125.543,-22.988,0.0543,0
0.115,0.28,80.364,-22.153,0.0352,0
0.107,0.0539,72.562,-24.967,0.039,0
0.391,0.159,101.899,-17.646,0.694,1
0.191,0.0942,111.54,-19.728,0.0382,0
0.285,0.538,75.833,-13.459,0.118,0
0.284,0.218,136.862,-16.712,0.14,0
0.189,0.0384,73.4,-24.419,0.136,0
0.131,0.035,76.543,-20.646,0.0377,0
0.456,0.529,84.542,-12.124,0.195,1
0.408,0.195,54.825,-14.037,0.42,1
0.289,0.551,98.501,-13.321,0.0775,1
0.161,0.17,108.262,-25.45,0.038,0
0.0962,0.195,77.458,-22.647,0.0377,0
0.17,0.0698,112.199,-29.357,0.0682,0
0.148,0.178,80.649,-19.246,0.0329,0
0.229,0.0434,85.099,-20.591,0.0431,0
0.455,0.419,119.426,-9.232,0.241,1
0.233,0.186,137.26,-13.884,0.0379,0
0.165,0.229,129.662,-13.913,0.0389,0
0.279,0.221,124.874,-14.563,0.0391,0
0.329,0.301,80.375,-18.474,0.384,0
0.522,0.295,132.024,-13.685,0.217,1
0.293,0.199,117.593,-20.824,0.0763,0
0.144,0.316,139.556,-13.977,0.0346,0
0.714,0.328,111.997,-23.359,0.0388,1
0.18,0.0208,131.13,-30.148,0.0493,0
0.346,0.501,98.955,-20.226,0.0976,0
0.328,0.189,85.284,-17.487,0.0929,0
0.359,0.173,118.277,-21.205,0.0857,0
0.267,0.178,116.979,-18.204,0.0385,0
0.208,0.0614,66.996,-19.045,0.0359,0
0.0786,0.0987,82.079,-20.525,0.0364,0
0.184,0.273,76.363,-16.517,0.0368,0
0.285,0.433,125.557,-14.372,0.15,1
0.598,0.102,108.013,-21.358,0.402,1
0.194,0.471,137.631,-13.301,0.0389,0
0.416,0.486,92.68,-10.013,0.315,1
0.16,0.0186,111.051,-29.64,0.0404,0
0.135,0.0365,143.274,-29.277,0.0494,0
0.383,0.00806,92.465,-25.87,0.367,0
0.218,0.128,73.802,-17.595,0.272,0
0.344,0.272,183.889,-20.139,0.178,0
0.469,0.228,115.337,-15.218,0.278,1
0.286,0.0753,179.428,-16.119,0.133,0
0.373,0.264,77.984,-17.43,0.0847,0
0.17,0.225,126.15,-20.14,0.0289,0
0.183,0.044,63.208,-26.116,0.0389,0
0.229,0.107,65.368,-22.982,0.0527,0
0.344,0.084,116.402,-22.929,0.0658,0
0.175,0.0685,118.376,-19.052,0.0335,0
0.598,0.629,140.061,-12.127,0.262,1
0.202,0.0278,105.923,-24.757,0.0385,0
0.472,0.815,119.965,-9.579,0.371,3
0.471,0.0332,75.837,-19.177,0.0903,0
0.387,0.756,174.414,-11.967,0.273,4
0.542,0.566,94.601,-11.721,0.754,2
0.201,0.27,141.46,-19.112,0.0607,0
0.466,0.0173,130.358,-19.021,0.129,0
0.494,0.451,164.981,-12.079,0.384,4
0.413,0.711,120.428,-8.205,0.162,3
0.363,0.254,114.209,-11.723,0.1,1
0.27,0.0608,115.238,-21.536,0.0373,0
0.129,0.212,177.107,-18.08,0.0376,0
0.186,0.00191,125.231,-36.036,0.0685,0
0.402,0.175,100.174,-17.803,0.234,0
0.215,0.242,82.169,-15.406,0.138,0
0.159,0.0206,78.498,-22.09,0.0356,0
0.14,0.148,80.025,-22.87,0.0526,0
0.271,0.548,101.404,-11.143,0.421,1
0.543,0.0461,119.986,-26.471,0.149,0
0.112,0.0967,79.41,-22.374,0.037,0
0.13,0.0234,77.967,-25.401,0.0394,0
0.261,0.0389,106.877,-19.742,0.125,0
0.141,0.087,87.721,-23.517,0.0399,0
0.0835,0.0262,170.565,-29.945,0.0399,0
0.579,0.257,104.892,-15.48,0.464,1
0.141,0.00732,91.821,-38.471,0.0343,0
0.531,0.533,130.048,-17.176,0.367,1
0.167,0.0266,140.185,-28.419,0.0501,0
0.375,0.0324,98.131,-36.039,0.178,0
0.0891,0.0289,86.419,-25.331,0.0664,0
0.235,0.209,84.927,-21.465,0.0472,0
0.0631,0.244,70.889,-14.931,0.0354,0
0.288,0.272,89.648,-13.842,0.501,1
0.431,0.107,74.887,-20.211,0.134,0
0.345,0.0583,171.48,-28.122,0.152,0
0.342,0.226,138.195,-20.922,0.0325,0
0.151,0.132,105.938,-20.906,0.0358,0
0.0811,0.106,172.134,-20.633,0.032,0
0.338,0.572,150.155,-12.325,0.243,4
0.194,0.0241,129.102,-29.993,0.0575,0
0.149,0.482,170.622,-14.982,0.0766,0
0.118,0.25,167.15,-15.273,0.0614,0
0.378,0.344,94.347,-11.41,0.129,1
0.138,0.0858,74.764,-17.102,0.0346,0
0.19,0.222,109.416,-15.206,0.0617,0
0.465,0.104,124.018,-26.399,0.0549,0
0.105,0.109,60.79,-22.371,0.0367,0
0.506,0.316,140.052,-18.79,0.0923,1
0.467,0.189,143.713,-19.083,0.265,1
0.341,0.309,116.916,-13.714,0.046,0
0.473,0.0687,133.313,-30.888,0.0524,0
0.0859,0.233,66.117,-19.174,0.0361,0
0.358,0.2,73.919,-21.126,0.0715,0
0.153,0.0843,68.85,-24.007,0.0345,0
0.2,0.0317,72.949,-21.851,0.25,0
0.0643,0.129,68.033,-24.73,0.0395,0
0.256,0.524,72.056,-11.609,0.4,3
0.27,0.0284,120.045,-29.091,0.0394,0
0.55,0.559,119.973,-13.599,0.516,1
0.423,0.0889,169.17,-19.506,0.145,0
0.0841,0.098,68.27,-27.506,0.0385,0
0.218,0.0588,72.022,-21.989,0.0396,0
0.201,0.126,143.395,-21.329,0.117,0
0.567,0.773,104.359,-6.534,0.37,3
0.182,0.142,128.847,-21.086,0.0762,0
0.16,0.079,72.619,-18.206,0.0376,0
0.275,0.167,83.499,-14.393,0.17,0
0.382,0.488,109.99,-15.045,0.566,1
0.19,0.109,124.582,-22.741,0.097,0
0.328,0.403,107.236,-7.12,0.135,1
0.162,0.214,140.15,-22.903,0.085,0
0.322,0.24,143.09,-13.22,0.13,1
0.356,0.0254,61.002,-34.358,0.0,0
0.33,0.137,99.942,-16.724,0.0397,0
0.154,0.801,95.193,-7.423,0.0478,3
0.296,0.412,133.219,-14.909,0.0346,0
0.323,0.124,63.247,-23.911,0.115,0
0.107,0.0462,170.03,-31.409,0.193,0
0.293,0.453,137.397,-11.799,0.157,1
0.269,0.158,181.73,-16.318,0.152,0
0.11,0.114,85.361,-15.65,0.0364,0
0.17,0.563,181.962,-10.051,0.0715,4
0.217,0.198,106.842,-17.018,0.0339,0
0.302,0.752,105.032,-8.673,0.216,3
0.19,0.615,119.64,-8.687,0.034,3
0.0849,0.0671,168.381,-22.365,0.0348,0
0.188,0.0943,63.47,-18.613,0.175,0
0.174,0.0431,64.237,-26.69,0.0355,0
0.284,0.141,85.862,-18.935,0.156,0
0.27,0.431,119.44,-14.712,0.128,0
0.263,0.541,97.011,-10.621,0.161,1
0.173,0.271,146.174,-18.124,0.0978,0
0.0864,0.163,169.023,-19.561,0.0392,0
0.366,0.00975,76.031,-32.864,0.135,0
0.213,0.4,63.917,-11.349,0.0397,0
0.162,0.102,92.403,-17.362,0.0846,0
0.318,0.357,82.261,-11.628,0.12,1
0.505,0.418,120.191,-13.346,0.0724,1
0.23,0.0856,110.044,-19.936,0.0334,0
0.234,0.191,95.9,-13.411,0.0603,0
0.393,0.0799,125.976,-29.808,0.0332,0
0.519,0.583,121.024,-8.956,0.803,2
0.18,0.55,171.623,-12.4,0.036,4
0.537,0.0627,101.939,-27.41,0.255,0
0.16,0.0876,134.338,-27.146,0.0397,0
0.169,0.109,112.894,-19.162,0.0346,0
0.403,0.263,118.983,-13.686,0.126,1
0.641,0.123,113.097,-24.705,0.426,0
0.428,0.0921,120.235,-16.353,0.0734,0
0.0836,0.00724,169.096,-36.117,0.0384,0
0.0823,0.0156,170.527,-27.02,0.0391,0
0.23,0.159,80.471,-21.391,0.0814,0
0.369,0.326,208.455,-16.706,0.763,4
0.234,0.141,139.122,-20.529,0.176,0
0.319,0.158,113.963,-18.955,0.0783,0
0.205,0.0308,121.846,-35.32,0.146,0
0.206,0.0132,95.212,-34.416,0.0399,0
0.37,0.102,156.028,-19.007,0.0388,0
0.342,0.358,129.969,-16.22,0.0581,0
0.278,0.0929,120.644,-20.347,0.0343,0
0.0965,0.199,71.058,-14.254,0.0439,0
0.172,0.027,118.193,-34.147,0.0313,0
0.0896,0.141,73.863,-20.489,0.0371,0
0.0919,0.204,87.206,-18.393,0.0382,0
0.0607,0.0118,66.486,-33.258,0.0351,0
0.148,0.0834,82.755,-16.527,0.0302,0
0.0683,0.025,73.966,-27.362,0.0354,0
0.265,0.069,79.579,-21.332,0.036,0
0.17,0.0163,73.144,-34.13,0.0369,0
0.172,0.116,121.833,-32.505,0.0384,0
0.199,0.068,100.786,-21.617,0.034,0
0.136,0.2,67.23,-19.53,0.0395,0
0.474,0.261,133.046,-14.196,0.0721,1
0.105,0.0586,68.308,-24.624,0.0665,0
0.498,0.494,150.08,-9.337,0.0512,1
0.179,0.0754,75.756,-25.127,0.111,0
0.237,0.252,119.801,-18.018,0.0381,0
0.276,0.0911,109.911,-24.646,0.034,0
0.0745,0.112,177.726,-21.329,0.0736,0
0.354,0.196,79.97,-22.091,0.251,0
0.578,0.0219,107.292,-20.83,0.118,0
0.15,0.0502,102.436,-25.449,0.0353,0
0.125,0.287,93.191,-14.362,0.0398,0
0.318,0.065,88.023,-28.88,0.17,0
0.446,0.0505,109.676,-23.403,0.0999,0
0.087,0.019,74.519,-31.534,0.0621,0
0.331,0.164,76.694,-13.078,0.299,0
0.071,0.153,78.079,-27.305,0.0369,0
0.173,0.284,87.001,-17.741,0.0771,0
0.494,0.593,160.09,-12.563,0.227,4
0.179,0.121,65.973,-16.426,0.117,0
0.378,0.132,118.059,-16.079,0.0928,0
0.173,0.186,71.186,-18.113,0.0358,0
0.248,0.091,78.175,-22.996,0.0395,0
0.0827,0.396,171.389,-12.772,0.091,0
0.559,0.241,168.708,-21.985,0.853,1
0.115,0.424,80.406,-8.066,0.0756,0
0.426,0.592,80.005,-14.192,0.0853,1
0.347,0.129,142.097,-14.784,0.0773,0
0.156,0.119,60.382,-22.475,0.0388,0
0.195,0.228,134.63,-22.11,0.156,0
0.34,0.714,94.922,-7.729,0.175,3
0.542,0.511,184.077,-14.9,0.272,4
0.605,0.0611,104.114,-28.511,0.0818,0
0.397,0.291,139.305,-11.936,0.191,1
0.224,0.556,138.289,-14.442,0.0719,1
0.177,0.31,143.0,-21.654,0.0616,0
0.258,0.0682,118.088,-27.748,0.0777,0
0.163,0.0684,130.098,-25.905,0.0311,0
0.272,0.211,112.732,-17.988,0.093,0
0.216,0.0843,130.005,-23.369,0.0322,0
0.28,0.209,132.056,-21.934,0.0398,0
0.487,0.153,109.968,-22.526,0.0387,0
0.31,0.153,79.386,-15.516,0.0692,0
0.497,0.184,107.393,-19.186,0.305,1
0.222,0.229,143.604,-15.968,0.374,0
0.388,0.209,182.834,-12.034,0.323,1
0.286,0.0579,133.407,-22.088,0.0999,0
0.231,0.068,85.578,-22.12,0.0864,0
0.279,0.518,76.598,-9.541,0.0402,1
0.0953,0.115,85.263,-23.513,0.0539,0
0.26,0.524,174.164,-8.417,0.114,4
0.25,0.618,79.272,-9.378,0.0516,3
0.179,0.247,108.96,-16.765,0.0391,0
0.422,0.132,172.571,-15.297,0.127,1
0.108,0.302,92.448,-17.945,0.047,0
0.462,0.508,155.842,-13.74,0.79,4
0.0987,0.0519,80.359,-18.946,0.0369,0
0.561,0.193,114.57,-16.878,0.37,1
0.308,0.605,143.56,-13.501,0.0672,1
0.151,0.0647,142.54,-21.6,0.036,0
0.211,0.543,78.671,-10.294,0.103,3
0.16,0.0356,132.418,-27.698,0.0371,0
0.0968,0.266,69.602,-20.075,0.0357,0
0.0995,0.0301,61.993,-28.386,0.0324,0
0.346,0.035,84.361,-31.916,0.0377,0
0.0929,0.00352,63.909,-38.355,0.036,0
0.619,0.547,111.604,-6.466,0.244,3
0.517,0.654,147.39,-7.461,0.539,4
0.494,0.0252,75.993,-26.691,0.303,0
0.0715,0.214,178.721,-19.966,0.0279,0
